JoiningYear,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,Irrelevant_Predictor1,Irrelevant_Predictor2,Irrelevant_Predictor3
2013,3,30,Female,No,5,0.47296022168448126,2.232481744600578,a2
2013,3,38,Male,No,5,0.13000784743872995,0.6914713262591243,a1
2015,2,25,Male,No,3,0.6196512080017504,1.0839917797082432,a2
2013,2,28,Female,No,3,0.9124449405627398,3.441346925782529,a2
2014,3,27,Female,No,5,0.16554298064226114,2.4590002781735953,a1
2015,3,40,Female,No,5,0.6227575019899592,4.053251124956222,a1
2012,3,28,Female,No,1,0.4616291866746607,1.093706191918626,a1
2017,2,26,Male,No,4,0.27150037790759973,1.1705714909679226,a2
2013,3,34,Female,No,2,0.30423954871547365,3.3916076228338894,a1
2016,3,24,Male,No,2,0.29935839423101696,4.0543602915826735,a1
2015,3,30,Female,No,2,0.03707888244362445,2.132503324995194,a1
2017,3,27,Female,No,5,0.29280331819103145,4.0681481392958965,a2
2014,3,27,Male,No,5,0.6240398056895637,3.0286553455528424,a1
2017,2,24,Female,No,2,0.5093853990697179,3.9631296027167555,a1
2017,3,25,Male,No,3,0.7522753108864072,4.62889381432202,a2
2017,3,31,Female,No,2,0.03949399936033493,2.216918807175108,a1
2017,3,40,Male,No,0,0.8944317414694646,1.39253030168283,a1
2015,3,27,Female,No,5,0.17089556689394103,2.748802826255231,a2
2014,3,30,Male,No,2,0.45903533213961867,4.469717463220187,a2
2012,3,36,Female,No,4,0.23442903762646383,4.091991311091388,a2
2013,3,30,Male,No,1,0.7191640637526497,3.810917128765406,a1
2012,3,37,Male,No,4,0.659130689068812,1.2491601298524673,a1
2017,3,25,Male,No,3,0.7805282367052105,4.598079797072442,a1
2013,3,26,Male,No,4,0.06150367225146447,3.816632097605453,a2
2017,3,27,Male,No,5,0.8263678266982126,0.7835835128583846,a2
2013,2,38,Male,No,0,0.5227380524180596,3.943462407437664,a2
2012,3,24,Male,No,2,0.4494212713994564,0.3845008410727424,a1
2015,3,25,Male,No,3,0.5992500072998884,2.5162949583228853,a2
2014,1,25,Female,No,3,0.5528604574617847,3.1420836507873293,a1
2018,3,26,Female,Yes,4,0.5866773368627642,2.1517261354679524,a1
2017,3,29,Female,No,2,0.9946255116245085,4.685023470808115,a1
2015,3,28,Female,No,2,0.47801401955068923,1.2974383772982456,a2
2014,3,33,Male,No,3,0.40761786259660604,2.78469668201655,a1
2013,3,25,Female,No,3,0.3806370280914312,1.582926971894954,a1
2015,3,27,Female,No,5,0.9332574710914154,3.0390337924857134,a2
2017,3,33,Female,No,6,0.1681512804903701,2.4596213633724484,a2
2015,2,33,Female,No,3,0.7664576399912114,1.2052906794665859,a2
2014,3,28,Male,No,1,0.9085066103262324,1.95686342602994,a2
2013,3,37,Female,No,5,0.8396123352524419,3.3478630451033236,a2
2018,3,31,Male,No,2,0.183335815427477,3.8690231088959663,a2
2012,3,31,Male,No,3,0.9002728035771663,2.209636435281635,a1
2017,3,34,Female,No,1,0.19553021267647064,4.618402199152572,a1
2015,2,26,Female,No,4,0.5664537361038106,0.6041692865592013,a1
2014,3,27,Male,No,5,0.9435245017834238,2.811905442886606,a1
2014,3,26,Female,No,4,0.6462311380005734,3.902028816706054,a2
2018,3,34,Male,No,0,0.38264800371752206,4.405352215613821,a1
2012,3,24,Male,Yes,2,0.33229525069647803,4.60661775591373,a1
2017,2,27,Male,No,5,0.22633569041464385,3.0300647910746137,a2
2016,3,28,Male,No,2,0.04109938290070758,0.2821641807946629,a1
2018,3,27,Female,No,5,0.8697650223950573,2.825752848446971,a2
2015,2,26,Female,Yes,4,0.269300813332778,1.3725753561706244,a1
2014,3,28,Female,No,2,0.1319566952311244,1.3026678944875314,a2
2012,3,33,Male,Yes,0,0.14221950446336662,2.942960625085168,a1
2017,2,33,Female,No,2,0.6474746297075995,4.566217479136908,a1
2018,3,25,Male,No,3,0.4718280108209868,3.9719355413002644,a2
2015,3,28,Male,No,2,0.7301251182553501,4.085694976308869,a2
2014,3,27,Male,No,5,0.6585019701025255,1.5616309764357434,a2
2016,3,30,Male,No,1,0.7079128476098184,2.9193184041057227,a2
2012,3,24,Female,No,2,0.5266722374663799,2.1252760747755084,a1
2018,3,27,Male,Yes,5,0.38026441145417,3.6860119621799,a1
2013,3,28,Male,Yes,1,0.659590058080446,3.0040455253665934,a1
2013,2,32,Male,Yes,2,0.718980893904657,4.654889804661537,a1
2015,3,26,Male,No,4,0.21141238817837016,3.565838111810045,a2
2013,3,37,Male,No,5,0.036133452681478384,4.789404142322601,a1
2012,3,25,Male,No,3,0.18657639081473287,2.745222706214726,a1
2015,3,28,Male,No,3,0.3448634844889662,1.0360435943567914,a2
2017,1,27,Male,No,5,0.21443488650279652,2.5168737665387337,a1
2016,3,27,Female,No,5,0.06630158446256884,0.841669956130981,a2
2017,2,38,Female,No,5,0.048182165979551606,4.271244146814404,a2
2013,3,35,Male,No,0,0.24519024148318969,1.3693863113849951,a2
2016,3,29,Male,No,4,0.7823672503846929,4.63028800583496,a1
2017,2,27,Male,No,5,0.6718608445803279,1.2457430992176528,a2
2015,1,25,Female,No,3,0.8953900796092216,2.0074365201063067,a2
2012,3,28,Male,Yes,2,0.3277112509407629,3.8781359861205695,a1
2018,3,40,Male,No,1,0.19692777212826307,1.76292912392011,a1
2017,2,24,Female,No,2,0.10115240714011697,0.4284313186395977,a1
2015,3,24,Male,Yes,2,0.8693418900326249,2.525257319497056,a1
2015,2,28,Female,No,0,0.813440747522972,2.226205924056436,a2
2017,2,28,Female,No,1,0.023955026460410256,2.710331667715964,a1
2013,3,29,Male,Yes,4,0.16751709285516414,3.6991123207863765,a1
2013,3,30,Male,No,4,0.31473350356520513,0.2756105873474096,a2
2014,1,26,Female,No,4,0.962797087640092,3.799076933046317,a1
2015,2,28,Female,No,2,0.3014727872632934,3.8071844721252885,a2
2017,3,40,Female,No,2,0.37108137561861776,3.3482352666695894,a1
2015,2,40,Female,Yes,0,0.07191181361030718,2.0251100468150534,a2
2017,2,30,Female,No,2,0.6055951638175341,0.6457788238408263,a2
2013,3,25,Male,No,3,0.034604626368480385,0.2629525554793005,a1
2017,1,26,Male,No,4,0.26683784380939857,2.2426515661445046,a2
2017,2,40,Male,No,5,0.0327339452060732,0.2574244429931005,a1
2017,1,26,Female,No,4,0.9250784403959856,0.5037473207597437,a1
2017,3,27,Male,No,5,0.8525813242065288,3.799266424235845,a1
2013,2,26,Female,No,4,0.9581136207933504,2.0570352324631562,a2
2013,2,28,Female,No,4,0.32437205854263873,3.8011165954216612,a1
2015,3,31,Female,No,3,0.6463152208633591,4.335704193491744,a2
2013,3,29,Female,No,1,0.41176448857422776,1.4365713709560346,a2
2014,1,26,Female,No,4,0.7304883653687745,1.8096732617854734,a1
2018,2,39,Female,No,0,0.8047950788730814,4.9962878519124825,a1
2015,3,34,Male,No,5,0.5946174624933213,1.604729957488134,a2
2014,3,30,Female,No,1,0.12114315289571731,1.3540235028564944,a1
2015,1,39,Male,No,1,0.1733995458526334,4.958492150056519,a2
2017,2,27,Male,No,5,0.8263266737136641,1.592699281307179,a2
2014,3,28,Male,No,5,0.683122967794252,3.164127399890009,a2
2017,2,27,Female,No,5,0.12415473260338727,2.3484682936489447,a1
2015,3,39,Female,No,3,0.2830763414293408,4.334021334808535,a1
2017,2,25,Female,No,3,0.7961215663774361,0.4306293257880056,a1
2016,3,35,Female,No,1,0.19764826162010363,1.0117617508737764,a1
2015,1,30,Female,No,0,0.07802640992586185,1.1486605998129078,a1
2017,3,26,Female,No,4,0.6542754588057363,1.3671727933013123,a2
2017,3,39,Female,No,4,0.37380788768939344,3.429237016776274,a2
2013,2,31,Female,No,2,0.6189616252441764,0.7711355337535553,a2
2014,3,25,Male,No,3,0.30916813816233046,3.745279505944714,a2
2013,3,38,Female,No,4,0.04781569885347381,0.6060281498100195,a1
2018,3,27,Female,Yes,5,0.8181777134901537,2.050313412534331,a1
2017,3,24,Female,No,2,0.9287199872982836,4.0548944398833555,a2
2013,3,35,Male,No,3,0.17073350839592316,1.7400705113799053,a1
2014,3,40,Male,No,5,0.5953268363385041,3.563122941527031,a1
2014,3,25,Female,No,3,0.5580990103230484,3.3949537879570113,a1
2015,1,24,Female,Yes,2,0.26813070600508515,2.0499173187513895,a1
2016,2,22,Female,No,0,0.20512435707572618,1.9585218533683029,a2
2013,3,26,Male,Yes,4,0.5906717016753931,3.7349623661878284,a1
2013,3,26,Male,No,4,0.5027741403140232,3.836153552507082,a2
2012,3,28,Male,No,1,0.3899182723269784,2.1629982407049324,a2
2014,3,30,Male,No,1,0.8435275655112584,1.6793598631579605,a1
2016,1,28,Male,No,2,0.24199066044719209,1.574344922662344,a2
2014,3,28,Male,No,2,0.4123810002241617,0.14653861001327484,a2
2017,1,38,Male,No,0,0.8152514374160345,4.212088571096701,a2
2013,3,41,Male,No,4,0.9859609078821573,3.215446693848728,a1
2015,2,28,Female,No,5,0.446769552513138,2.0466817081268553,a2
2017,2,26,Female,No,4,0.4829143062514655,4.045244836163616,a1
2018,3,28,Female,No,0,0.2469432984474701,2.934866594835432,a2
2015,2,27,Female,Yes,5,0.19569622636112438,2.513054530577104,a2
2015,3,25,Male,No,3,0.7397506436173368,3.7157642608133514,a1
2012,3,27,Male,Yes,5,0.2559939470364091,4.128877341120566,a2
2014,3,24,Female,No,2,0.9205904449704012,2.4351273281094947,a1
2014,3,29,Male,No,4,0.2741168652239442,4.162995267513142,a2
2013,2,41,Male,No,2,0.8447404597004756,4.937734157343143,a1
2017,2,26,Male,No,4,0.3562565426764299,3.217374902624013,a1
2015,3,25,Male,No,3,0.8456145411831736,1.4119314840960873,a1
2018,3,25,Female,Yes,3,0.5812385702758289,4.5982125610996984,a1
2014,3,30,Male,Yes,2,0.6043207741928286,1.606483243221849,a1
2014,3,28,Female,No,1,0.8543597706020746,0.06522392412002365,a1
2015,2,25,Female,No,3,0.9927056505969825,4.9634153192495365,a1
2017,2,26,Male,No,4,0.9725513573301158,2.478554826398197,a2
2015,2,34,Female,No,1,0.9991983481334777,1.4033985495209822,a1
2017,3,34,Male,No,3,0.33711948586205165,0.6354721121686752,a1
2012,3,41,Male,No,3,0.374629390833884,3.504134303473587,a1
2012,3,27,Male,No,5,0.002371665109584975,3.104678247027339,a1
2017,2,33,Male,Yes,2,0.6664500103985419,4.263109422010328,a2
2015,3,35,Female,No,1,0.33108918049990865,1.1267535429552118,a1
2016,3,27,Male,Yes,5,0.35284153962659903,4.083095525516941,a2
2013,3,24,Male,No,2,0.8999060835186425,2.129784993798865,a2
2014,3,38,Female,No,5,0.853496048837202,4.64623857153594,a1
2015,1,34,Female,No,3,0.4671075283195828,0.6085946134280407,a2
2015,3,28,Male,Yes,1,0.24458758858534313,0.4531067108171333,a2
2013,2,24,Male,No,2,0.8143360395397786,2.117199014877664,a1
2013,2,35,Female,No,2,0.47338629162808465,1.0766903713443643,a1
2015,1,34,Female,No,3,0.10022530243225458,1.4701662210099502,a2
2017,2,25,Female,No,3,0.8817093035264233,4.358846982155459,a1
2015,3,40,Female,No,1,0.21896157891829948,0.9059071145202441,a1
2012,3,27,Male,No,5,0.4627150196297498,4.572348634955259,a2
2015,3,29,Female,No,1,0.40079442399560317,1.8526474461009557,a1
2014,3,38,Female,No,1,0.37611370465694427,1.5552247313930578,a1
2017,3,27,Female,No,5,0.8104575872615656,2.809840930357703,a1
2012,3,37,Male,No,3,0.45839153277954225,4.716165502228138,a2
2013,2,24,Female,No,2,0.019703084182497332,0.3999786928617466,a2
2015,3,27,Male,No,5,0.3040471598383352,3.0770458630860635,a1
2016,3,28,Female,No,3,0.923130073933445,4.886441611212561,a1
2018,3,30,Male,Yes,3,0.8471342009727988,4.194206366965746,a2
2017,2,26,Female,No,4,0.3279837322891084,2.3002353341404884,a1
2015,3,26,Female,Yes,4,0.5511045032329585,0.8047896136118038,a1
2014,3,37,Female,No,3,0.6540775084890504,0.02594371098258219,a1
2018,3,29,Male,No,2,0.6609607012648492,2.1032823136766527,a1
2013,2,30,Male,No,0,0.9382140082417328,1.9751290132277788,a2
2015,3,31,Male,No,0,0.8388403621690952,0.8000707636352383,a2
2017,3,31,Male,No,1,0.2662619948530014,1.9671509533746112,a2
2015,3,26,Female,No,4,0.6327227163484185,4.966179511772476,a1
2013,1,28,Female,No,3,0.7984261730039879,2.040146582229631,a1
2012,3,34,Male,No,5,0.19195958484967945,4.268144191512018,a1
2013,3,26,Male,No,4,0.6536803796814175,4.432359969986454,a1
2015,3,38,Male,Yes,4,0.9159900930709781,2.3202225342688427,a2
2015,3,27,Female,No,5,0.8346975205448619,1.607737730337928,a2
2014,2,33,Female,No,5,0.5091048750057074,0.4841802153777458,a1
2017,3,28,Male,No,1,0.29497487461444327,3.548952981104769,a2
2013,3,26,Male,No,4,0.10512398497508013,4.199728912980933,a1
2018,3,41,Male,No,4,0.39111388223335464,3.1336902255953643,a1
2014,3,38,Male,Yes,2,0.42102058131479125,1.2886327125299908,a1
2017,2,26,Male,No,4,0.1653322498985993,2.4869996398838854,a2
2017,2,26,Male,No,4,0.6957251141126246,0.6263985410512435,a1
2014,3,26,Male,No,4,0.7703773354448854,0.42319761646855747,a2
2017,2,38,Female,No,5,0.3479046127981552,4.185679471442229,a2
2015,3,25,Female,No,3,0.5801898245917455,0.098362829891524,a1
2013,1,28,Female,No,5,0.9526798699512912,3.482586465528607,a2
2018,3,32,Male,No,4,0.15932068561993284,2.188604170403618,a2
2012,2,41,Female,No,1,0.442231856811774,0.5963877534142964,a1
2016,3,24,Male,No,2,0.18432947654976406,3.289005952151098,a1
2013,2,25,Male,No,3,0.9933271045697286,2.2652936384266487,a1
2015,3,25,Female,No,3,0.7064061391577843,3.173671957251723,a2
2016,3,29,Male,No,1,0.3882566250795503,2.1661411592524416,a1
2015,2,28,Female,No,3,0.05833907064932642,0.6308822969675559,a1
2015,2,27,Female,No,5,0.3054401948054314,1.1145040689442087,a1
2013,3,25,Female,No,3,0.4945172812307159,0.8582069128605818,a2
2012,3,28,Male,No,2,0.18084886444946346,0.2244574475498201,a2
2012,3,27,Male,Yes,5,0.4576330323560842,2.6700031007368685,a1
2015,3,28,Female,No,2,0.364111774151594,2.4162333501009208,a1
2016,3,33,Female,No,1,0.29050323832673075,3.466978616029291,a2
2016,2,27,Female,No,5,0.5847479753917407,1.9936317631185463,a1
2015,3,31,Male,No,2,0.07347545564528413,3.8376134549855685,a1
2013,2,26,Male,No,4,0.5634781179342121,2.247929775722095,a2
2018,3,26,Male,No,4,0.12719750382672002,0.4012960102626545,a2
2017,2,27,Male,No,5,0.8984215234054026,1.7856936008622921,a1
2015,3,35,Male,Yes,2,0.09881025314075564,1.5094634041317323,a1
2014,3,28,Male,No,3,0.9067471498517446,4.217400405736916,a2
2016,2,28,Female,No,0,0.9302046537275597,4.568572510807682,a2
2018,3,26,Male,No,4,0.6738968282718708,3.898858881360347,a2
2015,2,25,Female,No,3,0.6021858088642871,2.1594594145256325,a1
2015,3,40,Male,No,3,0.3043323941959495,2.016397482773496,a1
2017,2,28,Female,No,2,0.7245700712441872,4.543771651943304,a1
2013,1,24,Female,No,2,0.8714080070572823,1.2669664987484959,a1
2012,3,25,Female,Yes,3,0.04710617803474504,2.0216491491287973,a2
2013,3,40,Female,No,2,0.9956074546884824,2.420158829042454,a1
2013,3,33,Female,No,0,0.7569828200741476,0.37471081738815304,a1
2017,2,27,Male,No,5,0.9458515681826244,4.417783569163642,a2
2015,2,25,Female,No,3,0.6646995680519356,1.1197373000949862,a1
2015,3,35,Male,No,0,0.3234185990406647,1.040854032497061,a2
2015,3,31,Male,No,3,0.620131578913396,4.594846341259756,a2
2017,3,27,Male,Yes,5,0.801574004753465,0.4199909795732498,a2
2016,2,32,Female,No,0,0.9386202625202912,0.7073727521415379,a1
2012,3,28,Male,No,3,0.12700830597895418,2.5699595675334375,a2
2017,3,24,Female,No,2,0.5429242547408555,2.815841902485629,a1
2017,3,29,Male,No,2,0.19349505129561884,2.830927843386877,a2
2017,2,26,Male,Yes,4,0.8825832532646064,3.878410822369634,a1
2017,3,26,Female,No,4,0.02186257459564922,0.35191922988972,a1
2013,3,26,Male,No,4,0.5364166732837334,0.8377712836158213,a2
2015,2,27,Female,No,5,0.3006615979832531,1.5931741962096269,a2
2017,2,27,Male,No,5,0.014444598805114839,2.422361876930592,a1
2017,2,28,Female,No,2,0.1522630341518808,3.864637149262023,a1
2014,3,34,Male,No,5,0.892741142909045,4.3638246047379745,a2
2018,3,27,Male,No,5,0.8666718369029829,1.2010812977696195,a1
2014,2,24,Female,No,2,0.7419942837681209,1.6792057149301214,a1
2013,3,35,Male,No,2,0.8244135218585935,1.7814610327843472,a1
2017,2,27,Male,Yes,5,0.8228442739754676,4.70948054396488,a1
2015,3,28,Male,No,0,0.5997656016750365,2.717846113567343,a1
2018,3,28,Male,No,2,0.8911027559244032,3.3360117096921686,a2
2012,3,28,Male,No,2,0.6573575277237299,0.650926967782614,a2
2017,2,28,Male,No,3,0.7087705351570698,0.7148642876158223,a2
2016,3,24,Female,No,2,0.24769029937282905,0.5976381819769955,a2
2015,3,32,Female,No,2,0.4644417314101916,4.418884300875886,a2
2014,3,29,Male,No,3,0.47179194510764266,1.7871270139000017,a1
2017,3,26,Male,No,4,0.8591519291619287,0.6821717320772697,a1
2015,3,39,Male,No,5,0.7312553048507039,0.01586518449746055,a1
2012,3,27,Female,No,5,0.12869458631346042,4.881369000467759,a1
2015,3,29,Female,No,1,0.8603718922993093,3.636070404389924,a1
2014,3,34,Male,No,4,0.7441314787841043,1.0344504864950559,a1
2017,2,27,Male,No,5,0.4770690530984105,0.2181321946809439,a1
2014,3,30,Male,No,1,0.26029806897098595,1.6359902902421974,a2
2017,2,31,Female,No,0,0.6472371242057716,2.482167966127771,a1
2018,3,25,Male,No,3,0.7289462872019925,1.456130053985007,a2
2013,3,27,Male,No,5,0.8011111517952668,3.708153869116757,a1
2012,1,27,Male,No,5,0.9483071393079332,4.143603780032938,a2
2014,3,25,Female,No,3,0.8998679324690937,4.0237682152799,a1
2016,3,28,Male,No,1,0.7098193300312264,1.8859449240661323,a1
2013,3,26,Male,No,4,0.7762451429881985,1.1704209495322986,a2
2018,3,28,Male,No,1,0.366283126750659,2.4871175094164117,a2
2014,1,37,Male,No,5,0.4244102429100499,0.1961703225982342,a2
2017,2,28,Male,No,2,0.5029734075953564,2.0457148893336896,a2
2012,3,27,Male,No,5,0.6773044712106214,2.783608573646596,a2
2013,3,30,Male,No,2,0.182640393394501,1.4752392025057548,a1
2018,3,26,Male,No,4,0.5630842708573777,2.80683500074435,a1
2018,2,30,Female,No,4,0.9436963687748889,2.375653167683213,a1
2017,2,30,Male,No,3,0.3076620644930117,0.5812575900493039,a1
2014,3,26,Male,No,4,0.6271706933278812,4.757811709131276,a1
2017,2,28,Female,No,3,0.9087463732685541,3.696561339961387,a1
2015,3,39,Female,No,2,0.30625336437353456,0.4286421814360136,a1
2014,3,26,Male,No,4,0.26605740957001567,3.298627396694687,a1
2016,3,25,Male,No,3,0.466950354383286,0.5721189610850186,a1
2017,1,39,Male,No,0,0.7275189057935098,4.719262731399509,a1
2013,3,28,Male,No,1,0.5738860783073496,4.7069496195325895,a1
2014,3,24,Female,No,2,0.9095119513208154,1.5758963276937439,a2
2017,3,30,Male,No,5,0.9084059414485678,3.8762897963735115,a2
2017,3,24,Female,No,2,0.5982372010163715,0.1025470891566227,a1
2015,3,32,Female,No,5,0.7722859673042495,0.7203608069863343,a2
2012,3,32,Male,No,1,0.33913792834231704,3.7220039477196987,a2
2015,3,28,Female,No,3,0.2599049111111761,3.5290338659336284,a1
2012,3,23,Female,No,1,0.33664263509731074,1.2921946688397274,a2
2017,3,41,Male,No,2,0.2802923208753413,1.6200884489677807,a1
2015,3,25,Male,No,3,0.03536636451191566,4.200484674807923,a2
2013,1,28,Male,No,3,0.1519370335389052,1.22077832634381,a1
2017,3,26,Male,No,4,0.7166564302808883,3.6217045839253528,a1
2015,3,36,Male,No,2,0.4829596339958502,4.248724824051986,a1
2018,3,31,Male,No,2,0.0005851234188136711,3.084953503253847,a2
2017,1,39,Male,No,0,0.2535587592160946,0.7726287080376237,a1
2012,3,28,Female,No,2,0.46335864983824715,0.5325219840319567,a2
2012,3,27,Male,No,5,0.6837793756938548,2.728683268158983,a1
2013,2,35,Female,No,1,0.5701261601768935,4.995445831910204,a1
2012,3,25,Male,No,3,0.5643951575079637,2.655396016692096,a1
2014,2,24,Female,No,2,0.7659445557367359,1.4804683658750828,a1
2017,2,30,Male,No,2,0.6380697439444915,1.3206931565188325,a1
2013,3,40,Female,No,5,0.0734581611988655,1.2593746856542642,a1
2018,3,23,Female,No,1,0.5024411675653414,1.3402047404449868,a1
2017,3,31,Male,No,3,0.03488064490240261,4.813868869326645,a1
2012,3,24,Female,No,2,0.05394772081931376,1.922200951190451,a1
2017,3,37,Female,No,1,0.4627651598703857,2.2785280272157795,a2
2015,3,28,Female,No,3,0.9379914322043702,4.496369070577986,a2
2014,3,25,Female,No,3,0.4039691477706675,2.4971997154494545,a2
2013,3,26,Male,No,4,0.10980740986006277,2.017218633278057,a2
2018,3,29,Male,Yes,1,0.21964787587310441,3.013790132179184,a2
2014,3,24,Male,No,2,0.8378142065992059,0.7107021401889579,a1
2015,3,27,Male,No,5,0.33054578539775714,2.7400857085541555,a1
2017,2,24,Male,No,2,0.708713164456504,4.391884728611842,a1
2012,2,31,Female,No,5,0.6305995822593645,2.8317955967217463,a2
2012,3,26,Female,No,4,0.35165467934302086,4.437663338316565,a2
2015,3,38,Male,No,3,0.5249667908531392,0.16193133274914562,a2
2014,3,29,Male,No,1,0.011962136257088307,4.275560849243049,a1
2017,2,27,Female,No,5,0.07969131179749211,2.7578318920591585,a2
2014,2,28,Female,No,1,0.7130431287708117,4.1148313122615825,a2
2015,3,41,Female,No,3,0.30291440890906907,4.81438231596462,a2
2012,3,28,Male,No,1,0.5277243457905091,4.667433090969346,a2
2013,3,27,Female,No,5,0.034570500373380275,4.230277623662303,a1
2012,3,28,Male,No,2,0.8244799593682132,4.28834606133302,a1
2012,3,27,Male,No,5,0.9135408006108865,2.1231889872495713,a2
2013,3,27,Male,No,5,0.3675148040528008,1.841558185852874,a1
2012,3,26,Male,No,4,0.7814439942892012,3.4309074516575717,a1
2014,1,30,Male,Yes,2,0.014473748574359457,3.7806766588122445,a1
2014,3,34,Male,No,3,0.05951794307439573,0.4805888699776262,a2
2014,3,24,Male,No,2,0.36484767271979535,2.9497564716912636,a1
2018,3,26,Male,No,4,0.6916823290229724,3.9751484076269743,a2
2017,2,26,Female,No,4,0.14059154222509773,4.585050214417215,a1
2016,3,24,Male,No,2,0.9144553709492657,3.304241739862786,a2
2018,3,33,Female,No,4,0.18372425269752846,2.5358501486109826,a1
2015,2,39,Female,No,5,0.4695604131936556,2.041359117810602,a1
2018,3,26,Male,No,4,0.9480734913439363,3.886101303127028,a1
2017,2,27,Female,No,5,0.08565545823801513,0.49816327879209643,a1
2017,3,27,Male,No,5,0.7675016169398745,3.9199848422838106,a2
2013,2,28,Female,No,1,0.757988427284028,0.756607321781177,a2
2017,3,28,Male,No,2,0.19334631650799694,0.38519217404962947,a2
2014,3,28,Female,No,1,0.7098056591918522,2.12231379223274,a2
2018,3,33,Male,No,2,0.18403605505415588,1.9619483033938978,a2
2017,3,32,Male,No,1,0.9161540576480857,2.261258714754347,a1
2016,3,34,Male,Yes,2,0.5928096583637925,1.7447794891174184,a2
2018,3,27,Female,No,5,0.7923090462407845,1.2026005878094248,a2
2018,3,32,Male,Yes,5,0.11841654834370097,1.509180217223363,a1
2015,3,32,Female,No,2,0.09915734892200889,1.2489366247282685,a2
2016,3,34,Female,No,2,0.27585138385806074,4.0769672280411005,a1
2016,3,41,Male,No,1,0.7743819313863396,1.8938523439689259,a2
2018,3,40,Male,No,3,0.9838673172043326,4.15360203373101,a1
2018,3,27,Female,Yes,5,0.19928984515010617,4.744045818098835,a1
2017,2,40,Male,No,2,0.7573290292966042,2.9601075942955672,a2
2015,2,32,Female,No,2,0.41286634102374586,1.5565126371621614,a1
2013,3,28,Female,No,1,0.8359101583808625,1.342257929340966,a1
2016,2,24,Female,No,2,0.19882501322698443,0.668369398416821,a2
2014,3,25,Male,Yes,3,0.8761454785360604,2.4474972178279724,a1
2013,3,24,Male,No,2,0.06367123938265162,2.2718877243706,a2
2013,3,26,Male,No,4,0.7871139800853015,4.827008524770166,a2
2014,3,41,Male,No,5,0.8928088518368817,0.06107517786518635,a1
2016,3,28,Female,No,5,0.5422859092249144,4.74877644527446,a2
2016,3,29,Male,No,5,0.8039711138167508,4.593909867714612,a2
2017,3,27,Male,Yes,5,0.2401268164120992,2.5967359442539255,a2
2013,3,24,Female,No,2,0.7018492493188837,1.0679675135485382,a2
2016,3,24,Female,No,2,0.39637301806083525,2.1843182079892576,a2
2015,3,24,Female,No,2,0.35142423297828496,3.685489056706406,a1
2015,3,25,Male,No,3,0.2054369108338836,3.6150091486259486,a1
2017,3,24,Male,No,2,0.3309134701107299,3.997953665287761,a1
2015,2,26,Female,Yes,4,0.30370816485668495,0.6046510247831888,a2
2017,2,24,Female,No,2,0.7488561975993687,0.6820287211622572,a1
2018,3,24,Female,No,2,0.31528292666384716,1.1096572213664087,a2
2013,3,26,Male,No,4,0.05638849740968954,4.426074343058984,a2
2012,3,36,Female,No,2,0.2642511471840646,2.4958237391231637,a1
2015,2,26,Female,No,4,0.670536283098315,1.143269555311179,a2
2014,3,22,Male,No,0,0.6412835989380005,3.570071403399389,a2
2015,2,26,Female,No,4,0.8460689960588721,4.549699609577236,a1
2014,3,25,Male,No,3,0.3144563206969969,2.7310037510897427,a1
2017,1,26,Female,No,4,0.6301363808311482,2.5088273740323457,a1
2014,1,31,Female,No,5,0.031819339194356755,0.7390876526631268,a1
2018,3,26,Male,No,4,0.29342450846935186,0.19076364682428182,a1
2016,3,24,Male,No,2,0.7741969690061725,4.4873583311157255,a1
2018,3,28,Male,No,2,0.0740335776654405,2.273814793709567,a2
2014,2,28,Female,No,2,0.9745817205266261,1.9083730167604411,a1
2015,3,31,Female,No,4,0.6104979418919377,3.1521139231597224,a1
2012,3,39,Male,No,0,0.22037066002301597,4.0319452242701495,a1
2017,3,24,Female,No,2,0.8368082654082598,1.3722873433376677,a1
2015,3,25,Female,No,3,0.4879840753818879,3.1757462103570218,a1
2013,3,26,Male,No,4,0.11966218896847292,4.380531861510355,a1
2014,3,28,Male,No,1,0.12333654963854912,1.4346782905228905,a2
2014,3,24,Female,No,2,0.4801493294925824,1.4880881207183578,a1
2016,3,32,Male,No,3,0.15784935894380814,1.0650348625443018,a1
2016,3,29,Male,No,3,0.9964215204856501,1.6608639157642735,a1
2012,2,26,Female,No,4,0.208233154493213,0.3857655225577744,a1
2016,3,37,Male,Yes,2,0.2685067855164214,1.6718506322391185,a2
2015,2,29,Female,No,4,0.7470225602897105,3.380969803873464,a2
2013,3,36,Female,No,0,0.9591701174923276,1.6594105632372687,a2
2015,2,25,Female,Yes,3,0.20561840633387907,1.4068098674780098,a2
2015,3,34,Male,No,0,0.2170775606955161,2.301189095257421,a1
2014,3,28,Male,Yes,2,0.9805694740448515,1.2373173890257072,a2
2016,3,40,Male,No,0,0.8062407136674101,2.2351830384781772,a2
2015,3,26,Male,No,4,0.7320913181662093,3.997556607703417,a2
2018,3,32,Male,Yes,1,0.5906878012519589,0.11705717147405703,a2
2017,2,30,Male,Yes,2,0.5574224673617283,3.1153709568468764,a2
2013,3,31,Male,No,1,0.47624291414288844,3.534700343293833,a1
2017,2,24,Male,No,2,0.5027922153064625,2.3421554532516975,a1
2018,3,30,Female,No,2,0.47665626634947633,4.961429031859065,a1
